Source,Target,Type,Id,Label,timeset,Weight,partition
7987,81900,Undirected,9152,,,1,1
7987,58097,Undirected,9151,,,1,1
7987,25948,Undirected,9150,,,1,1
57185,7993,Undirected,56462,,,1,1
8009,61432,Undirected,9172,,,1,1
8015,61326,Undirected,9176,,,1,1
8019,109097,Undirected,9183,,,1,1
8019,103917,Undirected,9182,,,1,1
8019,87111,Undirected,9181,,,1,1
8019,30468,Undirected,9180,,,1,1
8019,29784,Undirected,9179,,,1,1
8019,22694,Undirected,9178,,,1,1
8022,9346,Undirected,9184,,,1,2
56494,8026,Undirected,55966,,,1,1
20209,8026,Undirected,21781,,,1,1
8049,31047,Undirected,9192,,,1,1
8054,101133,Undirected,9198,,,1,1
8054,94046,Undirected,9197,,,1,1
8054,8055,Undirected,9196,,,1,1
8055,101133,Undirected,9200,,,1,1
8055,94046,Undirected,9199,,,1,1
8064,110611,Undirected,9203,,,1,1
8066,106499,Undirected,9204,,,1,1
8075,16403,Undirected,9211,,,1,1
99336,8116,Undirected,84055,,,1,2
8118,24043,Undirected,9222,,,1,1
8124,104329,Undirected,9224,,,1,1
8124,29693,Undirected,9223,,,1,1
8125,94466,Undirected,9226,,,1,1
8125,23687,Undirected,9225,,,1,1
8135,8137,Undirected,9237,,,1,2
8154,11732,Undirected,9320,,,1,1
8155,78198,Undirected,9321,,,1,1
8165,18307,Undirected,9325,,,1,1
8165,9320,Undirected,9324,,,1,1
8166,61292,Undirected,9326,,,1,1
8205,86362,Undirected,9339,,,1,1
8221,85839,Undirected,9345,,,1,1
8241,31888,Undirected,9350,,,1,1
8246,8245,Undirected,9355,,,1,1
10261,8282,Undirected,11323,,,1,1
8292,82134,Undirected,9382,,,1,1
8292,15174,Undirected,9381,,,1,1
8298,112387,Undirected,9386,,,1,1
8298,61502,Undirected,9385,,,1,1
8310,10264,Undirected,9398,,,1,1
39133,8314,Undirected,39568,,,1,1
8320,63152,Undirected,9405,,,1,2
8320,50248,Undirected,9404,,,1,2
8320,45808,Undirected,9403,,,1,2
8320,26107,Undirected,9402,,,1,2
8320,15734,Undirected,9401,,,1,2
8323,41236,Undirected,9414,,,1,1
8323,24746,Undirected,9413,,,1,1
8331,74500,Undirected,9424,,,1,1
8336,84852,Undirected,9432,,,1,1
8336,81707,Undirected,9431,,,1,1
8339,107713,Undirected,9437,,,1,1
8339,23700,Undirected,9436,,,1,1
8339,20094,Undirected,9435,,,1,1
8340,86231,Undirected,9441,,,1,1
8340,78632,Undirected,9440,,,1,1
8340,54188,Undirected,9439,,,1,1
8340,27129,Undirected,9438,,,1,1
56248,8358,Undirected,55773,,,1,2
8359,91883,Undirected,9453,,,1,1
8366,8377,Undirected,9463,,,1,1
8376,42819,Undirected,9471,,,1,1
8387,81146,Undirected,9500,,,1,1
8387,52977,Undirected,9498,,,1,1
108842,8387,Undirected,87964,,,1,1
104772,8418,Undirected,86245,,,1,1
103295,8418,Undirected,85640,,,1,1
45302,8418,Undirected,46052,,,1,1
20393,8418,Undirected,22051,,,1,1
8433,70820,Undirected,9558,,,1,1
8457,37264,Undirected,9594,,,1,2
8466,8494,Undirected,9605,,,1,1
8467,111524,Undirected,9609,,,1,1
8467,100345,Undirected,9608,,,1,1
8467,91058,Undirected,9607,,,1,1
8471,8968,Undirected,9611,,,1,1
111277,8471,Undirected,89310,,,1,1
76301,8471,Undirected,68814,,,1,1
44843,8471,Undirected,45736,,,1,1
42221,8471,Undirected,42584,,,1,1
8968,8471,Undirected,10241,,,1,1
8476,100173,Undirected,9613,,,1,1
8481,90161,Undirected,9618,,,1,2
8481,90161,Undirected,9617,,,1,1
8481,24360,Undirected,9616,,,1,1
8481,19226,Undirected,9615,,,1,1
8484,90528,Undirected,9637,,,1,2
8485,90534,Undirected,9639,,,1,1
8485,50663,Undirected,9638,,,1,1
55974,8485,Undirected,55519,,,1,1
55102,8485,Undirected,54814,,,1,1
8487,69092,Undirected,9640,,,1,1
8488,111138,Undirected,9644,,,1,1
8488,73810,Undirected,9643,,,1,1
8488,73162,Undirected,9642,,,1,1
8488,58510,Undirected,9641,,,1,1
8516,51870,Undirected,9667,,,1,1
8516,8522,Undirected,9666,,,1,1
8516,8521,Undirected,9665,,,1,1
8516,8520,Undirected,9664,,,1,1
8516,8518,Undirected,9663,,,1,1
8516,8517,Undirected,9662,,,1,1
51870,8517,Undirected,52020,,,1,1
8522,8517,Undirected,9681,,,1,1
8521,8517,Undirected,9678,,,1,1
8520,8517,Undirected,9674,,,1,1
8518,8517,Undirected,9668,,,1,1
8518,51870,Undirected,9672,,,1,1
8518,8522,Undirected,9671,,,1,1
8518,8521,Undirected,9670,,,1,1
8518,8520,Undirected,9669,,,1,1
8519,8518,Undirected,9673,,,1,2
8520,51870,Undirected,9677,,,1,1
8520,8522,Undirected,9676,,,1,1
8520,8521,Undirected,9675,,,1,1
8521,51870,Undirected,9680,,,1,1
8521,8522,Undirected,9679,,,1,1
8522,51870,Undirected,9682,,,1,1
8528,44377,Undirected,9691,,,1,1
8528,17772,Undirected,9690,,,1,1
8541,21495,Undirected,9718,,,1,1
8541,20058,Undirected,9717,,,1,1
8541,15329,Undirected,9716,,,1,1
91496,8541,Undirected,79033,,,1,1
16012,8541,Undirected,17344,,,1,1
8604,111013,Undirected,9797,,,1,1
8604,20639,Undirected,9796,,,1,1
8608,102909,Undirected,9800,,,1,1
8608,50034,Undirected,9799,,,1,1
8610,40677,Undirected,9802,,,1,1
8610,19502,Undirected,9801,,,1,1
8638,110005,Undirected,9864,,,1,1
8644,92342,Undirected,9865,,,1,1
8650,22828,Undirected,9870,,,1,1
8665,99277,Undirected,9881,,,1,1
8665,95533,Undirected,9880,,,1,1
8665,59788,Undirected,9879,,,1,1
8665,42650,Undirected,9878,,,1,1
8665,20794,Undirected,9876,,,1,1
99278,8665,Undirected,84033,,,1,1
95536,8665,Undirected,81354,,,1,1
95532,8665,Undirected,81346,,,1,1
94094,8665,Undirected,80580,,,1,1
90326,8665,Undirected,78325,,,1,1
86792,8665,Undirected,76207,,,1,1
76920,8665,Undirected,69172,,,1,1
71787,8665,Undirected,66052,,,1,1
71475,8665,Undirected,65891,,,1,1
58160,8665,Undirected,57208,,,1,1
49182,8665,Undirected,49240,,,1,1
17163,8665,Undirected,18404,,,1,1
15603,8665,Undirected,16985,,,1,1
13989,8665,Undirected,15418,,,1,1
13565,8665,Undirected,14714,,,1,1
11806,8665,Undirected,12803,,,1,1
8741,108900,Undirected,9906,,,1,1
8787,31872,Undirected,9974,,,1,1
8792,104310,Undirected,9978,,,1,1
8793,90695,Undirected,9979,,,1,1
8806,65625,Undirected,9987,,,1,2
8806,61243,Undirected,9986,,,1,1
8806,56774,Undirected,9985,,,1,1
54444,8818,Undirected,54270,,,1,1
39231,8818,Undirected,39604,,,1,1
8819,97195,Undirected,9991,,,1,1
8819,92348,Undirected,9990,,,1,1
8822,105861,Undirected,9992,,,1,1
8828,14417,Undirected,9993,,,1,1
8843,8844,Undirected,10005,,,1,1
8867,70227,Undirected,10040,,,1,1
8867,52453,Undirected,10039,,,1,1
8882,99872,Undirected,10049,,,1,1
8882,58097,Undirected,10048,,,1,1
8882,53236,Undirected,10047,,,1,1
8885,36622,Undirected,10054,,,1,1
8885,34650,Undirected,10053,,,1,1
8885,21652,Undirected,10052,,,1,1
8885,20689,Undirected,10051,,,1,1
8885,18738,Undirected,10050,,,1,1
8891,63315,Undirected,10061,,,1,1
8892,98214,Undirected,10064,,,1,1
8892,66100,Undirected,10063,,,1,1
8892,17636,Undirected,10062,,,1,1
8898,70334,Undirected,10073,,,1,1
8898,21924,Undirected,10072,,,1,1
112067,8898,Undirected,89642,,,1,2
48463,8898,Undirected,48720,,,1,2
49556,8905,Undirected,49835,,,1,2
8908,66006,Undirected,10078,,,1,1
8909,81310,Undirected,10080,,,1,1
8909,36412,Undirected,10079,,,1,1
8936,98103,Undirected,10199,,,1,1
8936,27240,Undirected,10198,,,1,1
8937,9206,Undirected,10200,,,1,1
9206,8937,Undirected,10486,,,1,1
8945,24461,Undirected,10207,,,1,1
8947,78751,Undirected,10211,,,1,1
8947,41691,Undirected,10210,,,1,1
8947,31454,Undirected,10209,,,1,1
8947,13123,Undirected,10208,,,1,1
24747,8947,Undirected,27304,,,1,1
8948,87996,Undirected,10213,,,1,2
8948,63287,Undirected,10212,,,1,2
8954,104859,Undirected,10231,,,1,1
8961,35286,Undirected,10239,,,1,2
8961,35286,Undirected,10238,,,1,1
111277,8968,Undirected,89311,,,1,1
44843,8968,Undirected,45738,,,1,2
44843,8968,Undirected,45737,,,1,1
9000,70252,Undirected,10324,,,1,2
9000,70252,Undirected,10323,,,1,1
9001,59813,Undirected,10325,,,1,1
9011,102252,Undirected,10334,,,1,1
9011,64094,Undirected,10333,,,1,1
9014,9015,Undirected,10339,,,1,2
9014,9015,Undirected,10338,,,1,1
90818,9014,Undirected,78606,,,1,2
90818,9015,Undirected,78607,,,1,2
9022,110256,Undirected,10348,,,1,1
9022,106993,Undirected,10347,,,1,1
9022,78413,Undirected,10346,,,1,1
9022,59687,Undirected,10345,,,1,1
9022,59685,Undirected,10344,,,1,1
9022,59684,Undirected,10343,,,1,1
9022,59673,Undirected,10342,,,1,1
9022,59672,Undirected,10341,,,1,1
9022,58705,Undirected,10340,,,1,1
9031,32254,Undirected,10350,,,1,1
9033,9046,Undirected,10351,,,1,1
9052,20465,Undirected,10369,,,1,1
9069,9072,Undirected,10401,,,1,1
9069,9071,Undirected,10400,,,1,1
9069,9070,Undirected,10399,,,1,1
9070,9072,Undirected,10403,,,1,1
9070,9071,Undirected,10402,,,1,1
9071,9072,Undirected,10404,,,1,1
9073,9516,Undirected,10407,,,1,2
9073,9516,Undirected,10406,,,1,1
9073,9515,Undirected,10405,,,1,1
9074,99462,Undirected,10410,,,1,1
9074,43643,Undirected,10408,,,1,1
9075,79918,Undirected,10411,,,1,1
9090,78331,Undirected,10419,,,1,1
9090,70400,Undirected,10418,,,1,1
9099,77762,Undirected,10421,,,1,1
9099,61251,Undirected,10420,,,1,1
9112,109317,Undirected,10436,,,1,1
9112,68303,Undirected,10435,,,1,1
9112,28291,Undirected,10434,,,1,1
9112,15279,Undirected,10433,,,1,1
104206,9112,Undirected,86052,,,1,1
67419,9112,Undirected,63729,,,1,1
65325,9112,Undirected,62361,,,1,1
9122,68332,Undirected,10437,,,1,1
20988,9122,Undirected,22591,,,1,1
20985,9122,Undirected,22574,,,1,1
9125,31596,Undirected,10441,,,1,1
9125,15557,Undirected,10440,,,1,1
24888,9132,Undirected,27475,,,1,1
9142,107886,Undirected,10446,,,1,1
9147,21141,Undirected,10448,,,1,1
110590,9174,Undirected,88759,,,1,1
86874,9174,Undirected,76252,,,1,1
9175,89881,Undirected,10464,,,1,1
9175,57400,Undirected,10463,,,1,1
9175,54087,Undirected,10462,,,1,1
9182,23374,Undirected,10469,,,1,1
9207,19059,Undirected,10488,,,1,1
9208,92014,Undirected,10490,,,1,1
9208,86069,Undirected,10489,,,1,1
92014,9208,Undirected,79319,,,1,2
9217,82292,Undirected,10499,,,1,1
9238,30207,Undirected,10503,,,1,1
9241,104425,Undirected,10508,,,1,1
9241,78307,Undirected,10507,,,1,1
9241,62886,Undirected,10506,,,1,1
75864,9241,Undirected,68546,,,1,1
9243,96094,Undirected,10510,,,1,2
9263,71237,Undirected,10520,,,1,1
9263,37405,Undirected,10519,,,1,1
9263,37404,Undirected,10518,,,1,1
15613,9269,Undirected,16991,,,1,2
9271,65992,Undirected,10595,,,1,2
9277,37499,Undirected,10598,,,1,1
9285,36256,Undirected,10603,,,1,1
62700,9290,Undirected,60492,,,1,2
9299,21497,Undirected,10616,,,1,1
9316,86430,Undirected,10630,,,1,1
9316,73393,Undirected,10629,,,1,1
9316,56613,Undirected,10628,,,1,1
9316,51004,Undirected,10627,,,1,1
9316,38696,Undirected,10626,,,1,1
9316,36563,Undirected,10625,,,1,1
9316,31183,Undirected,10624,,,1,1
9316,11155,Undirected,10623,,,1,1
9320,18307,Undirected,10637,,,1,1
9341,11649,Undirected,10666,,,1,1
9354,54342,Undirected,10673,,,1,1
40750,9356,Undirected,40869,,,1,2
9361,41414,Undirected,10679,,,1,2
9361,41414,Undirected,10678,,,1,1
9361,41413,Undirected,10677,,,1,2
9361,41413,Undirected,10676,,,1,1
9362,87337,Undirected,10680,,,1,1
9367,108288,Undirected,10689,,,1,2
9371,104939,Undirected,10698,,,1,1
9371,41929,Undirected,10697,,,1,1
9390,11015,Undirected,10793,,,1,1
9391,106138,Undirected,10795,,,1,1
9391,68379,Undirected,10794,,,1,1
9411,74536,Undirected,10808,,,1,1
9411,26173,Undirected,10807,,,1,1
9412,49498,Undirected,10810,,,1,1
9412,17020,Undirected,10809,,,1,1
9419,79965,Undirected,10816,,,1,1
9419,79729,Undirected,10815,,,1,1
9419,76702,Undirected,10814,,,1,1
9419,75797,Undirected,10813,,,1,1
9419,22306,Undirected,10812,,,1,1
9427,99629,Undirected,10826,,,1,1
9427,81367,Undirected,10825,,,1,1
9427,63700,Undirected,10824,,,1,1
9427,48628,Undirected,10823,,,1,1
9427,34631,Undirected,10822,,,1,1
9427,29939,Undirected,10821,,,1,1
9427,28356,Undirected,10820,,,1,1
9427,11386,Undirected,10819,,,1,1
34631,9427,Undirected,35259,,,1,1
9428,72406,Undirected,10827,,,1,1
9429,14337,Undirected,10828,,,1,1
9438,63210,Undirected,10832,,,1,1
9441,56127,Undirected,10833,,,1,1
9447,64637,Undirected,10834,,,1,1
9453,54435,Undirected,10836,,,1,1
9458,76534,Undirected,10853,,,1,2
9458,76534,Undirected,10852,,,1,1
9458,66965,Undirected,10851,,,1,2
9458,66965,Undirected,10850,,,1,1
9498,31077,Undirected,10875,,,1,1
92397,9498,Undirected,79535,,,1,1
37605,9498,Undirected,38329,,,1,1
9515,9516,Undirected,10885,,,1,1
9518,9537,Undirected,10886,,,1,1
9548,15468,Undirected,10900,,,1,1
9548,10603,Undirected,10899,,,1,1
9566,67652,Undirected,10906,,,1,1
9566,67649,Undirected,10905,,,1,1
9566,67648,Undirected,10904,,,1,1
9566,45524,Undirected,10903,,,1,1
111959,9566,Undirected,89583,,,1,1
9568,36232,Undirected,10908,,,1,1
9568,9878,Undirected,10907,,,1,1
9578,80924,Undirected,10914,,,1,2
9578,80924,Undirected,10913,,,1,1
9578,73216,Undirected,10912,,,1,2
9578,73216,Undirected,10911,,,1,1
9578,18643,Undirected,10910,,,1,2
9578,18643,Undirected,10909,,,1,1
9584,15054,Undirected,10915,,,1,2
9596,16935,Undirected,10918,,,1,1
9613,26906,Undirected,10923,,,1,1
9614,90979,Undirected,10925,,,1,1
9614,18914,Undirected,10924,,,1,1
9617,101462,Undirected,10926,,,1,1
9660,17899,Undirected,10957,,,1,1
9663,93268,Undirected,10958,,,1,1
9673,88336,Undirected,10966,,,1,1
9673,12641,Undirected,10964,,,1,1
51061,9673,Undirected,51079,,,1,1
22387,9693,Undirected,24401,,,1,2
9694,29533,Undirected,10981,,,1,1
9720,24033,Undirected,10998,,,1,1
50090,9720,Undirected,50331,,,1,1
27771,9720,Undirected,29797,,,1,1
9725,82323,Undirected,11001,,,1,1
48799,9725,Undirected,48960,,,1,1
48791,9725,Undirected,48953,,,1,1
9738,23679,Undirected,11010,,,1,1
9766,16935,Undirected,11037,,,1,1
9767,47602,Undirected,11038,,,1,2
9768,16935,Undirected,11039,,,1,1
9770,18477,Undirected,11040,,,1,1
9772,90979,Undirected,11044,,,1,2
9772,90979,Undirected,11043,,,1,1
9772,18914,Undirected,11042,,,1,2
9772,18914,Undirected,11041,,,1,1
9795,24021,Undirected,11052,,,1,1
9805,24023,Undirected,11057,,,1,2
9807,24026,Undirected,11058,,,1,1
73115,9810,Undirected,66927,,,1,1
9823,16078,Undirected,11067,,,1,2
9823,16078,Undirected,11066,,,1,1
9823,9828,Undirected,11065,,,1,2
9823,9828,Undirected,11064,,,1,1
9826,17740,Undirected,11069,,,1,1
9827,18331,Undirected,11071,,,1,2
9827,18331,Undirected,11070,,,1,1
9828,16078,Undirected,11073,,,1,2
9828,16078,Undirected,11072,,,1,1
9834,48040,Undirected,11082,,,1,2
9834,48040,Undirected,11081,,,1,1
9834,48029,Undirected,11080,,,1,1
9837,65858,Undirected,11083,,,1,1
9845,35208,Undirected,11086,,,1,1
9878,36232,Undirected,11127,,,1,1
9880,24605,Undirected,11130,,,1,1
9880,24297,Undirected,11129,,,1,1
82692,9880,Undirected,72392,,,1,1
74543,9880,Undirected,67820,,,1,1
9891,54222,Undirected,11132,,,1,1
9931,29107,Undirected,11139,,,1,1
9933,65585,Undirected,11140,,,1,1
9949,24082,Undirected,11144,,,1,1
9963,21918,Undirected,11145,,,1,1
9974,103869,Undirected,11150,,,1,1
9974,65808,Undirected,11149,,,1,1
9993,76705,Undirected,11156,,,1,1
109970,10045,Undirected,88524,,,1,1
10048,21918,Undirected,11162,,,1,1
33888,10048,Undirected,34634,,,1,1
10064,56132,Undirected,11166,,,1,1
10082,108124,Undirected,11173,,,1,1
10082,56527,Undirected,11172,,,1,1
10082,49784,Undirected,11171,,,1,1
10095,104947,Undirected,11185,,,1,1
10095,104944,Undirected,11184,,,1,1
10095,104940,Undirected,11183,,,1,1
10095,98099,Undirected,11182,,,1,1
10095,45575,Undirected,11181,,,1,2
10101,81567,Undirected,11186,,,1,1
10110,39948,Undirected,11196,,,1,1
10110,16687,Undirected,11195,,,1,1
10112,107554,Undirected,11203,,,1,1
10112,98304,Undirected,11202,,,1,1
10112,74890,Undirected,11201,,,1,1
10112,64114,Undirected,11200,,,1,1
10112,38684,Undirected,11199,,,1,1
10112,38405,Undirected,11198,,,1,1
112190,10112,Undirected,89689,,,1,1
38698,10112,Undirected,39278,,,1,1
38693,10112,Undirected,39265,,,1,1
84718,10138,Undirected,73659,,,1,1
10151,91825,Undirected,11237,,,1,1
10151,52979,Undirected,11236,,,1,1
10151,15232,Undirected,11235,,,1,1
10158,80343,Undirected,11245,,,1,1
10158,77974,Undirected,11244,,,1,1
10158,75365,Undirected,11243,,,1,1
10162,111135,Undirected,11254,,,1,1
10162,109997,Undirected,11253,,,1,1
10162,55291,Undirected,11252,,,1,1
10162,46205,Undirected,11251,,,1,1
10162,28088,Undirected,11250,,,1,1
10162,26554,Undirected,11249,,,1,1
10162,26368,Undirected,11248,,,1,1
10162,15999,Undirected,11247,,,1,1
10176,92164,Undirected,11259,,,1,1
10178,78431,Undirected,11262,,,1,1
10178,77978,Undirected,11261,,,1,1
10195,43174,Undirected,11290,,,1,2
10195,34262,Undirected,11289,,,1,2
10195,34262,Undirected,11288,,,1,1
10196,66526,Undirected,11292,,,1,1
10196,62446,Undirected,11291,,,1,1
10209,92797,Undirected,11297,,,1,1
10209,40787,Undirected,11296,,,1,1
43267,10211,Undirected,43687,,,1,1
38676,10211,Undirected,39244,,,1,1
10259,10240,Undirected,11322,,,1,1
10248,25031,Undirected,11313,,,1,1
10251,94409,Undirected,11319,,,1,1
10251,45291,Undirected,11318,,,1,1
10251,41929,Undirected,11317,,,1,1
10251,37755,Undirected,11316,,,1,1
10251,32284,Undirected,11315,,,1,1
10251,21718,Undirected,11314,,,1,1
80384,10251,Undirected,70953,,,1,1
36594,10251,Undirected,37400,,,1,1
10258,30552,Undirected,11321,,,1,2
10267,101567,Undirected,11328,,,1,1
10273,67699,Undirected,11332,,,1,1
10295,94446,Undirected,11341,,,1,1
94447,10295,Undirected,80786,,,1,2
94447,10295,Undirected,80785,,,1,1
94446,10295,Undirected,80784,,,1,1
94445,10295,Undirected,80780,,,1,2
94445,10295,Undirected,80779,,,1,1
89985,10295,Undirected,78095,,,1,1
10301,111772,Undirected,11346,,,1,1
10313,112964,Undirected,11359,,,1,1
10313,102095,Undirected,11358,,,1,1
10313,97176,Undirected,11357,,,1,1
10313,78116,Undirected,11356,,,1,1
10317,97469,Undirected,11363,,,1,1
10317,49905,Undirected,11362,,,1,1
10318,80086,Undirected,11364,,,1,1
90203,10318,Undirected,78244,,,1,1
20508,10318,Undirected,22138,,,1,1
10328,112604,Undirected,11383,,,1,1
10328,93486,Undirected,11382,,,1,1
10328,59079,Undirected,11381,,,1,1
10328,37303,Undirected,11380,,,1,1
10328,24793,Undirected,11379,,,1,1
10357,112897,Undirected,11417,,,1,2
10357,41387,Undirected,11416,,,1,2
10358,108495,Undirected,11421,,,1,1
10358,52575,Undirected,11420,,,1,1
10358,47851,Undirected,11419,,,1,2
10358,47851,Undirected,11418,,,1,1
10504,76207,Undirected,11660,,,1,1
10504,28043,Undirected,11659,,,1,1
10506,97070,Undirected,11669,,,1,1
10506,90668,Undirected,11668,,,1,1
10506,90323,Undirected,11667,,,1,1
10506,79965,Undirected,11666,,,1,1
10506,78894,Undirected,11665,,,1,1
10506,78095,Undirected,11664,,,1,1
10506,56128,Undirected,11663,,,1,1
10506,52464,Undirected,11662,,,1,1
10507,101094,Undirected,11684,,,1,1
10507,97070,Undirected,11683,,,1,1
10507,90323,Undirected,11682,,,1,1
10507,87167,Undirected,11681,,,1,1
10507,81341,Undirected,11680,,,1,1
10507,79965,Undirected,11679,,,1,1
10507,79729,Undirected,11678,,,1,1
10507,78894,Undirected,11677,,,1,1
10507,78095,Undirected,11676,,,1,1
10507,62183,Undirected,11675,,,1,1
10507,56128,Undirected,11674,,,1,1
10507,52464,Undirected,11672,,,1,1
10507,23321,Undirected,11670,,,1,1
10513,59573,Undirected,11690,,,1,1
10513,20062,Undirected,11689,,,1,1
73310,10513,Undirected,67103,,,1,1
20059,10513,Undirected,21656,,,1,1
41967,10524,Undirected,42437,,,1,1
10538,70310,Undirected,11708,,,1,1
10538,70032,Undirected,11707,,,1,1
10546,75640,Undirected,11716,,,1,1
10546,44796,Undirected,11715,,,1,1
10546,35842,Undirected,11714,,,1,1
10547,14334,Undirected,11717,,,1,1
10550,52421,Undirected,11718,,,1,1
10558,23688,Undirected,11726,,,1,2
10579,51887,Undirected,11813,,,1,1
10579,46476,Undirected,11812,,,1,1
10599,94763,Undirected,11822,,,1,1
10599,10600,Undirected,11821,,,1,1
10600,94763,Undirected,11823,,,1,1
10603,15468,Undirected,11824,,,1,1
10604,74449,Undirected,11825,,,1,1
10611,92631,Undirected,11829,,,1,1
10613,14733,Undirected,11830,,,1,1
106622,10648,Undirected,86999,,,1,1
10656,108744,Undirected,11855,,,1,1
10659,107901,Undirected,11856,,,1,1
10664,101618,Undirected,11858,,,1,1
10668,83632,Undirected,11860,,,1,1
10668,20877,Undirected,11859,,,1,1
10673,108017,Undirected,11868,,,1,1
10673,68933,Undirected,11867,,,1,1
10673,54928,Undirected,11866,,,1,1
10673,52169,Undirected,11865,,,1,1
52126,10673,Undirected,52248,,,1,1
10681,45187,Undirected,11875,,,1,2
10683,70953,Undirected,11878,,,1,1
10683,52977,Undirected,11877,,,1,1
10683,32820,Undirected,11876,,,1,1
102210,10683,Undirected,85285,,,1,1
90132,10683,Undirected,78179,,,1,1
89694,10683,Undirected,77982,,,1,1
68601,10683,Undirected,64378,,,1,1
56188,10683,Undirected,55713,,,1,1
43566,10683,Undirected,43865,,,1,1
37034,10683,Undirected,37817,,,1,1
24758,10683,Undirected,27323,,,1,1
20516,10683,Undirected,22147,,,1,1
12783,10683,Undirected,13846,,,1,1
12394,10683,Undirected,13389,,,1,1
10697,23649,Undirected,11887,,,1,1
10702,20602,Undirected,11890,,,1,1
10718,106902,Undirected,11900,,,1,1
10718,100211,Undirected,11899,,,1,1
10718,65106,Undirected,11898,,,1,1
89593,10718,Undirected,77951,,,1,2
10721,16180,Undirected,11902,,,1,1
10729,54295,Undirected,11905,,,1,1
10729,47527,Undirected,11904,,,1,1
10729,31764,Undirected,11903,,,1,1
10744,16887,Undirected,11915,,,1,2
10745,54595,Undirected,11916,,,1,1
10750,39311,Undirected,11918,,,1,1
10755,79100,Undirected,11920,,,1,1
10783,15060,Undirected,11947,,,1,1
10783,14546,Undirected,11946,,,1,1
10783,13096,Undirected,11945,,,1,1
14450,10783,Undirected,15914,,,1,1
10787,97100,Undirected,11952,,,1,1
10787,59954,Undirected,11951,,,1,1
10787,54428,Undirected,11950,,,1,2
10787,54428,Undirected,11949,,,1,1
10787,24615,Undirected,11948,,,1,1
10800,78423,Undirected,11959,,,1,1
10800,48792,Undirected,11957,,,1,1
10801,11413,Undirected,11960,,,1,1
100093,10832,Undirected,84277,,,1,1
54259,10832,Undirected,54121,,,1,1
44850,10832,Undirected,45740,,,1,1
11073,10832,Undirected,12165,,,1,1
10840,94819,Undirected,11996,,,1,1
10840,24994,Undirected,11995,,,1,1
10862,14098,Undirected,12013,,,1,1
10872,64830,Undirected,12020,,,1,1
10872,33370,Undirected,12019,,,1,1
10872,12179,Undirected,12018,,,1,1
10886,21318,Undirected,12024,,,1,2
10896,66139,Undirected,12034,,,1,1
10896,52225,Undirected,12033,,,1,1
10896,34857,Undirected,12032,,,1,1
10896,16620,Undirected,12031,,,1,1
10896,12255,Undirected,12030,,,1,1
10902,13154,Undirected,12035,,,1,1
10918,102488,Undirected,12059,,,1,1
10918,19078,Undirected,12058,,,1,1
10918,15928,Undirected,12057,,,1,1
10918,11897,Undirected,12056,,,1,1
10918,10981,Undirected,12055,,,1,1
103301,10918,Undirected,85644,,,1,1
11018,10918,Undirected,12127,,,1,1
10920,104815,Undirected,12070,,,1,1
10920,102666,Undirected,12069,,,1,1
10920,88478,Undirected,12068,,,1,1
10920,57285,Undirected,12067,,,1,1
10920,53759,Undirected,12066,,,1,1
10920,47536,Undirected,12065,,,1,1
10920,46180,Undirected,12064,,,1,1
10920,41592,Undirected,12063,,,1,1
10920,38185,Undirected,12062,,,1,1
10920,30945,Undirected,12061,,,1,1
10920,14275,Undirected,12060,,,1,1
10926,95570,Undirected,12082,,,1,1
10950,73800,Undirected,12092,,,1,1
10952,51361,Undirected,12093,,,1,2
10955,14448,Undirected,12097,,,1,2
10955,14448,Undirected,12096,,,1,1
10955,10963,Undirected,12095,,,1,2
10955,10963,Undirected,12094,,,1,1
10963,14448,Undirected,12106,,,1,2
10963,14448,Undirected,12105,,,1,1
10977,13108,Undirected,12112,,,1,1
59882,10978,Undirected,58734,,,1,2
10979,81600,Undirected,12115,,,1,1
10979,71915,Undirected,12114,,,1,1
10980,84480,Undirected,12116,,,1,1
30888,10980,Undirected,32270,,,1,1
10981,102488,Undirected,12121,,,1,1
10981,84435,Undirected,12120,,,1,2
10981,15928,Undirected,12119,,,1,1
10981,11896,Undirected,12118,,,1,1
10981,11076,Undirected,12117,,,1,1
92059,10981,Undirected,79351,,,1,1
86676,10981,Undirected,76123,,,1,2
84435,10981,Undirected,73507,,,1,1
10990,52165,Undirected,12122,,,1,1
10993,67120,Undirected,12123,,,1,1
53137,10993,Undirected,53126,,,1,1
11009,55545,Undirected,12126,,,1,1
11018,103301,Undirected,12132,,,1,1
11018,92059,Undirected,12131,,,1,1
11018,19078,Undirected,12130,,,1,1
11018,11897,Undirected,12129,,,1,1
11018,11077,Undirected,12128,,,1,1
86676,11018,Undirected,76124,,,1,1
11152,11018,Undirected,12246,,,1,1
11019,112154,Undirected,12139,,,1,1
11019,12810,Undirected,12138,,,1,1
11019,12339,Undirected,12137,,,1,1
11019,12330,Undirected,12136,,,1,1
11019,12329,Undirected,12135,,,1,1
11019,12327,Undirected,12134,,,1,1
11020,108316,Undirected,12140,,,1,1
108316,11020,Undirected,87750,,,1,2
23656,11022,Undirected,25550,,,1,1
12606,11022,Undirected,13608,,,1,1
11038,77742,Undirected,12149,,,1,1
11038,28369,Undirected,12148,,,1,2
11038,28369,Undirected,12147,,,1,1
11054,54375,Undirected,12158,,,1,1
11071,86210,Undirected,12164,,,1,1
11073,100093,Undirected,12167,,,1,1
11073,44850,Undirected,12166,,,1,1
