Source,Target,Type,Id,Label,timeset,Weight,partition
35621,37099,Undirected,36011,,,1,1
103945,35621,Undirected,85935,,,1,1
89465,35621,Undirected,77793,,,1,1
79915,35621,Undirected,70611,,,1,1
35630,95701,Undirected,36017,,,1,1
35630,46787,Undirected,36016,,,1,1
35630,36230,Undirected,36015,,,1,1
35634,35794,Undirected,36019,,,1,1
35636,83785,Undirected,36022,,,1,1
35636,55761,Undirected,36021,,,1,2
35636,49932,Undirected,36020,,,1,1
35649,38380,Undirected,36034,,,1,1
35657,62348,Undirected,36036,,,1,1
35660,62348,Undirected,36039,,,1,1
35680,37886,Undirected,36051,,,1,1
35693,74061,Undirected,36058,,,1,2
35693,74061,Undirected,36057,,,1,1
35708,71195,Undirected,36071,,,1,1
35708,53376,Undirected,36070,,,1,1
35718,109988,Undirected,36082,,,1,1
35718,108760,Undirected,36081,,,1,1
35718,107224,Undirected,36080,,,1,1
35718,82312,Undirected,36079,,,1,1
35718,54065,Undirected,36077,,,1,1
35718,49994,Undirected,36076,,,1,1
35732,90775,Undirected,36088,,,1,1
98167,35732,Undirected,83460,,,1,1
35753,77413,Undirected,36097,,,1,1
35753,72634,Undirected,36096,,,1,1
35771,79662,Undirected,36101,,,1,1
35787,88868,Undirected,36106,,,1,1
35787,69809,Undirected,36105,,,1,1
35788,48393,Undirected,36109,,,1,1
35788,47433,Undirected,36108,,,1,1
35788,35795,Undirected,36107,,,1,1
35790,110845,Undirected,36115,,,1,1
35790,73001,Undirected,36114,,,1,1
35790,67722,Undirected,36113,,,1,1
35790,57357,Undirected,36112,,,1,1
35790,46309,Undirected,36111,,,1,1
35790,37866,Undirected,36110,,,1,1
35795,48393,Undirected,36118,,,1,1
35795,47433,Undirected,36117,,,1,1
35805,94516,Undirected,36123,,,1,1
35805,85153,Undirected,36122,,,1,1
35805,38492,Undirected,36121,,,1,1
35814,90879,Undirected,36131,,,1,1
35814,90653,Undirected,36130,,,1,1
35814,71889,Undirected,36129,,,1,1
35820,112253,Undirected,36146,,,1,2
35820,108884,Undirected,36145,,,1,1
35820,103439,Undirected,36144,,,1,2
35820,103439,Undirected,36143,,,1,1
35820,92187,Undirected,36142,,,1,2
35820,92187,Undirected,36141,,,1,1
35820,68817,Undirected,36140,,,1,2
35820,68817,Undirected,36139,,,1,1
35820,65076,Undirected,36138,,,1,1
35820,55941,Undirected,36137,,,1,1
100113,35830,Undirected,84288,,,1,1
35842,75640,Undirected,36156,,,1,1
35842,44796,Undirected,36155,,,1,1
35843,35844,Undirected,36157,,,1,1
35850,101311,Undirected,36160,,,1,2
77951,35868,Undirected,69605,,,1,2
35870,97658,Undirected,36166,,,1,1
35870,96993,Undirected,36165,,,1,1
35883,68406,Undirected,36174,,,1,1
35883,57754,Undirected,36173,,,1,1
35883,41724,Undirected,36172,,,1,1
35914,111824,Undirected,36201,,,1,1
35914,91609,Undirected,36200,,,1,1
35914,70786,Undirected,36199,,,1,1
35918,90175,Undirected,36202,,,1,1
35932,96007,Undirected,36228,,,1,1
35959,87292,Undirected,36239,,,1,1
35971,111736,Undirected,36287,,,1,1
35978,87215,Undirected,36295,,,1,1
35978,43864,Undirected,36294,,,1,1
41900,35978,Undirected,42256,,,1,1
41899,35978,Undirected,42254,,,1,1
63067,35979,Undirected,60850,,,1,1
50979,35979,Undirected,51011,,,1,1
45330,35979,Undirected,46063,,,1,1
35981,36156,Undirected,36296,,,1,1
35985,35986,Undirected,36304,,,1,1
35987,102490,Undirected,36308,,,1,1
35987,60184,Undirected,36307,,,1,1
35987,51007,Undirected,36306,,,1,1
59148,35987,Undirected,58085,,,1,1
51083,35987,Undirected,51139,,,1,1
36023,92233,Undirected,36395,,,1,1
95338,36028,Undirected,81243,,,1,1
36032,106680,Undirected,36415,,,1,1
75888,36032,Undirected,68558,,,1,1
36033,53611,Undirected,36416,,,1,1
36068,39423,Undirected,36671,,,1,1
36076,101180,Undirected,36700,,,1,1
36076,58312,Undirected,36699,,,1,1
36076,53025,Undirected,36698,,,1,1
36076,53014,Undirected,36697,,,1,1
36076,52460,Undirected,36696,,,1,1
36076,52287,Undirected,36695,,,1,1
36076,48856,Undirected,36694,,,1,1
36081,112267,Undirected,36732,,,1,1
36081,112266,Undirected,36731,,,1,1
36081,112265,Undirected,36730,,,1,1
36081,112264,Undirected,36729,,,1,1
36081,111687,Undirected,36728,,,1,1
36081,109356,Undirected,36727,,,1,1
36081,98047,Undirected,36725,,,1,1
36081,89505,Undirected,36724,,,1,1
36081,75566,Undirected,36723,,,1,1
36081,40764,Undirected,36722,,,1,1
36081,36737,Undirected,36721,,,1,1
83522,36097,Undirected,72904,,,1,1
36552,36097,Undirected,37375,,,1,1
36108,63431,Undirected,36786,,,1,1
36108,43505,Undirected,36785,,,1,1
36129,101103,Undirected,36806,,,1,1
36129,94211,Undirected,36805,,,1,2
36129,94211,Undirected,36804,,,1,1
36129,88294,Undirected,36802,,,1,1
36129,52248,Undirected,36800,,,1,2
36129,52248,Undirected,36799,,,1,1
36129,44204,Undirected,36798,,,1,1
52747,36129,Undirected,52861,,,1,1
36138,76381,Undirected,36814,,,1,2
36156,45841,Undirected,36862,,,1,1
93267,36156,Undirected,80064,,,1,1
36163,102339,Undirected,36865,,,1,1
36163,43240,Undirected,36864,,,1,1
36185,75075,Undirected,36894,,,1,1
36200,113299,Undirected,36911,,,1,1
36209,73027,Undirected,36967,,,1,2
36227,110866,Undirected,36976,,,1,2
36227,110866,Undirected,36975,,,1,1
36230,95701,Undirected,36985,,,1,2
36230,95701,Undirected,36984,,,1,1
36230,48121,Undirected,36983,,,1,1
36230,46787,Undirected,36982,,,1,2
36230,46787,Undirected,36981,,,1,1
36230,46686,Undirected,36980,,,1,1
49216,36230,Undirected,49272,,,1,1
36242,63148,Undirected,36998,,,1,1
36248,95162,Undirected,37006,,,1,1
36255,103805,Undirected,37009,,,1,1
36255,103804,Undirected,37008,,,1,1
36285,72345,Undirected,37015,,,1,1
36293,110237,Undirected,37019,,,1,1
36293,60954,Undirected,37018,,,1,1
36298,110920,Undirected,37023,,,1,1
36298,105056,Undirected,37022,,,1,1
36312,106179,Undirected,37029,,,1,1
36317,102611,Undirected,37032,,,1,1
36334,74548,Undirected,37039,,,1,1
36359,46306,Undirected,37063,,,1,1
36359,38140,Undirected,37062,,,1,1
36359,36360,Undirected,37061,,,1,1
36360,46306,Undirected,37065,,,1,1
36360,38140,Undirected,37064,,,1,1
36383,88305,Undirected,37084,,,1,1
36391,110201,Undirected,37087,,,1,1
36391,71195,Undirected,37086,,,1,1
36391,53969,Undirected,37085,,,1,1
36399,112603,Undirected,37089,,,1,1
112603,36399,Undirected,89817,,,1,1
110473,36399,Undirected,88717,,,1,1
36420,43022,Undirected,37113,,,1,1
36420,43003,Undirected,37112,,,1,1
36420,41717,Undirected,37111,,,1,1
36458,109199,Undirected,37164,,,1,1
36458,38675,Undirected,37163,,,1,1
36458,37507,Undirected,37162,,,1,1
36458,36676,Undirected,37161,,,1,1
112274,36466,Undirected,89734,,,1,1
104066,36466,Undirected,85976,,,1,1
74649,36466,Undirected,67887,,,1,1
67524,36466,Undirected,63753,,,1,1
66014,36466,Undirected,62822,,,1,1
65416,36517,Undirected,62432,,,1,2
36523,37399,Undirected,37304,,,1,1
92307,36555,Undirected,79507,,,1,2
92307,36555,Undirected,79506,,,1,1
36563,86430,Undirected,37381,,,1,1
36563,73393,Undirected,37380,,,1,1
36563,56613,Undirected,37379,,,1,1
36563,51004,Undirected,37378,,,1,1
36563,38696,Undirected,37377,,,1,1
91138,36569,Undirected,78747,,,1,2
36578,78803,Undirected,37391,,,1,1
36580,104466,Undirected,37393,,,1,1
36585,39490,Undirected,37395,,,1,1
36606,90186,Undirected,37408,,,1,1
36606,59505,Undirected,37407,,,1,1
36606,41148,Undirected,37406,,,1,1
36617,82668,Undirected,37413,,,1,1
36619,76796,Undirected,37414,,,1,2
36622,50382,Undirected,37416,,,1,1
50382,36622,Undirected,50511,,,1,1
36627,36632,Undirected,37420,,,1,1
36637,85311,Undirected,37427,,,1,2
36645,101909,Undirected,37430,,,1,2
36645,72504,Undirected,37429,,,1,2
36648,77809,Undirected,37436,,,1,1
36670,54212,Undirected,37473,,,1,1
36676,109199,Undirected,37482,,,1,1
36676,38675,Undirected,37481,,,1,1
36676,37507,Undirected,37480,,,1,1
36737,112267,Undirected,37547,,,1,1
36737,112266,Undirected,37546,,,1,1
36737,112265,Undirected,37545,,,1,1
36737,112264,Undirected,37544,,,1,1
36737,111687,Undirected,37543,,,1,1
36737,109356,Undirected,37542,,,1,1
36737,98047,Undirected,37540,,,1,1
36737,89505,Undirected,37539,,,1,1
36737,75566,Undirected,37538,,,1,1
36737,40764,Undirected,37537,,,1,1
36741,36765,Undirected,37551,,,1,2
36741,36765,Undirected,37550,,,1,1
36745,48797,Undirected,37556,,,1,1
88839,36751,Undirected,77404,,,1,1
36769,110764,Undirected,37639,,,1,1
36769,104213,Undirected,37638,,,1,1
36769,97291,Undirected,37637,,,1,1
36769,42902,Undirected,37634,,,1,1
36769,41924,Undirected,37633,,,1,1
75139,36769,Undirected,68153,,,1,1
36771,75938,Undirected,37655,,,1,1
36771,75936,Undirected,37654,,,1,1
36771,62914,Undirected,37652,,,1,1
36771,60177,Undirected,37651,,,1,1
36774,111962,Undirected,37658,,,1,1
36813,96326,Undirected,37686,,,1,1
43554,36813,Undirected,43863,,,1,1
36814,38111,Undirected,37688,,,1,1
36814,37905,Undirected,37687,,,1,1
36843,99716,Undirected,37699,,,1,1
36843,41790,Undirected,37698,,,1,1
36858,82551,Undirected,37703,,,1,2
36858,51035,Undirected,37702,,,1,2
36859,38673,Undirected,37704,,,1,1
36877,36959,Undirected,37710,,,1,1
36882,105825,Undirected,37714,,,1,1
36882,69261,Undirected,37713,,,1,1
36882,68804,Undirected,37712,,,1,1
36883,103643,Undirected,37715,,,1,1
36889,100406,Undirected,37720,,,1,1
36923,36927,Undirected,37733,,,1,1
36940,89195,Undirected,37748,,,1,1
36945,36950,Undirected,37752,,,1,1
36961,86522,Undirected,37756,,,1,1
36961,86518,Undirected,37755,,,1,1
36973,37569,Undirected,37770,,,1,1
36977,106731,Undirected,37779,,,1,1
36977,82246,Undirected,37778,,,1,1
36977,53099,Undirected,37777,,,1,1
36977,53060,Undirected,37776,,,1,1
36977,53054,Undirected,37775,,,1,1
36977,53048,Undirected,37774,,,1,1
36977,52542,Undirected,37773,,,1,1
36988,36996,Undirected,37780,,,1,1
36998,103441,Undirected,37785,,,1,1
37004,49611,Undirected,37787,,,1,1
37011,97132,Undirected,37797,,,1,1
37011,97107,Undirected,37796,,,1,1
37011,97010,Undirected,37795,,,1,1
37034,90132,Undirected,37821,,,1,1
37034,89694,Undirected,37820,,,1,1
37034,68601,Undirected,37819,,,1,1
37034,43566,Undirected,37818,,,1,1
37039,75153,Undirected,37824,,,1,2
105347,37065,Undirected,86475,,,1,2
37066,49356,Undirected,37978,,,1,1
58663,37066,Undirected,57673,,,1,1
37076,55538,Undirected,37982,,,1,1
94174,37084,Undirected,80614,,,1,1
94173,37084,Undirected,80612,,,1,1
63804,37086,Undirected,61378,,,1,1
73291,37093,Undirected,67082,,,1,1
73110,37093,Undirected,66922,,,1,1
37094,97133,Undirected,37991,,,1,1
37094,78968,Undirected,37990,,,1,2
37094,78968,Undirected,37989,,,1,1
37099,102655,Undirected,37995,,,1,1
37099,37100,Undirected,37994,,,1,1
103945,37099,Undirected,85936,,,1,1
102655,37099,Undirected,85418,,,1,1
89465,37099,Undirected,77794,,,1,1
79915,37099,Undirected,70612,,,1,1
51953,37099,Undirected,52073,,,1,1
49383,37099,Undirected,49529,,,1,1
37100,37099,Undirected,37996,,,1,1
37100,102655,Undirected,37997,,,1,1
102655,37100,Undirected,85419,,,1,1
51953,37100,Undirected,52074,,,1,1
49383,37100,Undirected,49530,,,1,1
37105,85899,Undirected,38004,,,1,2
37105,37406,Undirected,38003,,,1,1
37106,75042,Undirected,38006,,,1,1
37106,53023,Undirected,38005,,,1,1
37111,41223,Undirected,38009,,,1,1
37132,76653,Undirected,38021,,,1,1
37132,59355,Undirected,38020,,,1,1
37133,57569,Undirected,38023,,,1,1
37133,37134,Undirected,38022,,,1,1
60781,37133,Undirected,59366,,,1,1
37134,57569,Undirected,38025,,,1,1
37144,57954,Undirected,38029,,,1,2
37144,38684,Undirected,38028,,,1,2
108636,37144,Undirected,87876,,,1,2
107554,37144,Undirected,87413,,,1,2
74890,37144,Undirected,68014,,,1,2
71476,37144,Undirected,65897,,,1,2
37171,101447,Undirected,38061,,,1,1
37171,90527,Undirected,38060,,,1,1
37171,41968,Undirected,38059,,,1,1
37176,48162,Undirected,38062,,,1,1
37180,51773,Undirected,38063,,,1,1
37182,100382,Undirected,38065,,,1,1
37182,84854,Undirected,38064,,,1,1
37187,69773,Undirected,38072,,,1,1
37187,49973,Undirected,38071,,,1,1
37187,47907,Undirected,38070,,,1,2
37187,39346,Undirected,38069,,,1,1
37187,37340,Undirected,38068,,,1,2
37187,37340,Undirected,38067,,,1,1
96195,37187,Undirected,81732,,,1,1
54002,37187,Undirected,53859,,,1,1
37193,91169,Undirected,38073,,,1,1
37196,56368,Undirected,38078,,,1,1
37196,54351,Undirected,38077,,,1,1
100401,37197,Undirected,84374,,,1,1
37214,71913,Undirected,38084,,,1,1
37214,37389,Undirected,38083,,,1,1
37257,70279,Undirected,38102,,,1,1
81317,37264,Undirected,71595,,,1,2
66237,37264,Undirected,63056,,,1,2
37283,107995,Undirected,38112,,,1,1
37283,88837,Undirected,38111,,,1,1
37283,88688,Undirected,38110,,,1,1
37291,97859,Undirected,38119,,,1,2
37292,56680,Undirected,38120,,,1,1
37294,106999,Undirected,38121,,,1,1
37297,42373,Undirected,38126,,,1,1
37303,112604,Undirected,38130,,,1,1
37303,93486,Undirected,38129,,,1,1
37303,59079,Undirected,38128,,,1,1
85007,37313,Undirected,73843,,,1,2
37319,73214,Undirected,38135,,,1,2
37319,73214,Undirected,38134,,,1,1
37324,90547,Undirected,38136,,,1,1
37327,89162,Undirected,38137,,,1,1
37336,97830,Undirected,38143,,,1,1
37336,97808,Undirected,38142,,,1,1
37336,86648,Undirected,38140,,,1,1
37336,86645,Undirected,38139,,,1,1
90144,37336,Undirected,78194,,,1,1
83098,37336,Undirected,72604,,,1,1
37340,69773,Undirected,38147,,,1,1
37340,49973,Undirected,38146,,,1,1
37340,39346,Undirected,38145,,,1,1
96195,37340,Undirected,81733,,,1,1
54002,37340,Undirected,53860,,,1,1
47907,37340,Undirected,48297,,,1,2
47907,37340,Undirected,48296,,,1,1
37350,92859,Undirected,38151,,,1,1
37356,39352,Undirected,38152,,,1,1
37358,94585,Undirected,38157,,,1,1
37358,80396,Undirected,38156,,,1,1
37358,56186,Undirected,38155,,,1,1
37358,53055,Undirected,38154,,,1,1
37358,41286,Undirected,38153,,,1,1
44894,37358,Undirected,45777,,,1,1
37359,96683,Undirected,38158,,,1,1
37375,89958,Undirected,38164,,,1,2
37375,89958,Undirected,38163,,,1,1
37386,112328,Undirected,38169,,,1,1
71913,37389,Undirected,66179,,,1,1
37394,86706,Undirected,38178,,,1,2
37394,70007,Undirected,38177,,,1,2
37402,102127,Undirected,38194,,,1,1
37402,92851,Undirected,38193,,,1,1
37404,71237,Undirected,38196,,,1,1
37404,37405,Undirected,38195,,,1,1
37405,71237,Undirected,38197,,,1,1
37406,81129,Undirected,38201,,,1,1
37406,78340,Undirected,38200,,,1,1
102194,37406,Undirected,85280,,,1,2
102194,37406,Undirected,85279,,,1,1
37432,78218,Undirected,38214,,,1,1
37435,108142,Undirected,38218,,,1,1
37435,70935,Undirected,38217,,,1,1
37435,41562,Undirected,38216,,,1,1
37444,90265,Undirected,38246,,,1,1
37479,108853,Undirected,38250,,,1,1
37497,96962,Undirected,38251,,,1,1
37507,109199,Undirected,38254,,,1,1
90476,37507,Undirected,78439,,,1,1
73961,37507,Undirected,67491,,,1,1
38675,37507,Undirected,39242,,,1,1
37530,43757,Undirected,38281,,,1,2
37530,43757,Undirected,38280,,,1,1
85031,37547,Undirected,73853,,,1,1
84188,37547,Undirected,73313,,,1,1
37553,54491,Undirected,38296,,,1,1
37563,48868,Undirected,38305,,,1,2
37567,66250,Undirected,38311,,,1,1
37567,47961,Undirected,38310,,,1,1
37581,57856,Undirected,38315,,,1,1
37597,55308,Undirected,38324,,,1,1
37597,38018,Undirected,38323,,,1,1
37599,38454,Undirected,38325,,,1,1
37605,92397,Undirected,38331,,,1,1
92397,37605,Undirected,79537,,,1,1
37606,82945,Undirected,38332,,,1,1
63933,37606,Undirected,61521,,,1,2
56801,37606,Undirected,56211,,,1,2
37611,106713,Undirected,38336,,,1,1
37611,100719,Undirected,38335,,,1,1
37611,62809,Undirected,38333,,,1,1
46451,37611,Undirected,47061,,,1,1
37614,103469,Undirected,38343,,,1,1
37614,87344,Undirected,38342,,,1,1
37614,56630,Undirected,38341,,,1,1
37614,56282,Undirected,38340,,,1,1
37614,54376,Undirected,38339,,,1,1
37614,51799,Undirected,38338,,,1,1
37614,44750,Undirected,38337,,,1,1
37626,68473,Undirected,38349,,,1,1
37630,85911,Undirected,38353,,,1,1
37630,69156,Undirected,38352,,,1,1
92275,37630,Undirected,79495,,,1,1
41571,37630,Undirected,41748,,,1,1
37631,85114,Undirected,38355,,,1,1
37631,71117,Undirected,38354,,,1,1
110706,37631,Undirected,88840,,,1,1
85114,37631,Undirected,73908,,,1,1
37635,90308,Undirected,38362,,,1,2
37645,53840,Undirected,38367,,,1,1
37650,98665,Undirected,38377,,,1,1
37650,76608,Undirected,38376,,,1,1
37650,37651,Undirected,38375,,,1,1
98665,37651,Undirected,83718,,,1,1
76608,37651,Undirected,69017,,,1,1
37675,84085,Undirected,38400,,,1,2
37684,41787,Undirected,38403,,,1,1
56421,37684,Undirected,55904,,,1,2
37689,76259,Undirected,38407,,,1,2
37689,76259,Undirected,38406,,,1,1
37755,94409,Undirected,38486,,,1,1
37755,45291,Undirected,38485,,,1,1
37755,41929,Undirected,38484,,,1,1
37759,70941,Undirected,38487,,,1,2
37762,83308,Undirected,38488,,,1,1
37763,80030,Undirected,38490,,,1,1
37763,53666,Undirected,38489,,,1,1
103875,37763,Undirected,85897,,,1,1
37769,38083,Undirected,38491,,,1,1
103116,37779,Undirected,85544,,,1,2
37815,66380,Undirected,38534,,,1,1
37832,61182,Undirected,38550,,,1,1
37841,37843,Undirected,38568,,,1,2
37866,110845,Undirected,38582,,,1,1
37866,73001,Undirected,38581,,,1,1
37866,67722,Undirected,38580,,,1,1
37866,57357,Undirected,38579,,,1,1
37866,46309,Undirected,38578,,,1,1
37872,78368,Undirected,38593,,,1,1
37873,56544,Undirected,38595,,,1,1
37873,51232,Undirected,38594,,,1,1
55225,37873,Undirected,54907,,,1,1
37882,92305,Undirected,38600,,,1,1
37891,107713,Undirected,38605,,,1,1
37895,107407,Undirected,38607,,,1,1
37900,81353,Undirected,38609,,,1,1
37903,94098,Undirected,38620,,,1,1
38111,37905,Undirected,38782,,,1,1
37959,37948,Undirected,38641,,,1,2
37959,37948,Undirected,38640,,,1,1
37953,76871,Undirected,38631,,,1,2
37953,76871,Undirected,38630,,,1,1
37987,81153,Undirected,38659,,,1,1
109804,37987,Undirected,88449,,,1,1
37992,94486,Undirected,38661,,,1,1
38018,55308,Undirected,38731,,,1,1
38033,38034,Undirected,38739,,,1,1
100338,38033,Undirected,84347,,,1,1
89150,38033,Undirected,77599,,,1,1
88760,38033,Undirected,77344,,,1,1
87674,38033,Undirected,76786,,,1,1
86182,38033,Undirected,75848,,,1,1
38034,38033,Undirected,38740,,,1,1
38039,103249,Undirected,38753,,,1,1
38039,103248,Undirected,38752,,,1,1
38039,103221,Undirected,38751,,,1,1
38039,102485,Undirected,38750,,,1,1
38039,96193,Undirected,38749,,,1,1
38039,91445,Undirected,38747,,,1,1
38039,72153,Undirected,38746,,,1,1
38039,53795,Undirected,38744,,,1,1
38039,41935,Undirected,38743,,,1,1
38039,41934,Undirected,38742,,,1,1
38039,41933,Undirected,38741,,,1,1
63480,38039,Undirected,61143,,,1,1
38074,79371,Undirected,38770,,,1,1
38078,64877,Undirected,38771,,,1,1
105175,38078,Undirected,86396,,,1,1
103282,38078,Undirected,85632,,,1,1
38085,69135,Undirected,38773,,,1,1
38097,102541,Undirected,38779,,,1,1
38097,90788,Undirected,38778,,,1,1
109049,38097,Undirected,88111,,,1,1
38134,42311,Undirected,38812,,,1,2
38140,46306,Undirected,38813,,,1,1
38185,104815,Undirected,38836,,,1,1
38185,102666,Undirected,38835,,,1,1
38185,88478,Undirected,38834,,,1,1
38185,57285,Undirected,38833,,,1,1
38185,53759,Undirected,38832,,,1,1
38185,47536,Undirected,38831,,,1,1
38185,46180,Undirected,38830,,,1,1
38185,41592,Undirected,38829,,,1,1
38186,56612,Undirected,38837,,,1,1
38187,41749,Undirected,38838,,,1,1
38211,78944,Undirected,38854,,,1,1
65215,38211,Undirected,62311,,,1,1
38219,45485,Undirected,38862,,,1,1
38220,62634,Undirected,38863,,,1,1
38235,108606,Undirected,38871,,,1,1
108606,38235,Undirected,87846,,,1,1
93481,38235,Undirected,80190,,,1,1
78178,38235,Undirected,69729,,,1,1
68387,38240,Undirected,64237,,,1,1
38256,54072,Undirected,38879,,,1,1
38285,39419,Undirected,38904,,,1,2
38285,39419,Undirected,38903,,,1,1
38294,70827,Undirected,38912,,,1,2
38294,70827,Undirected,38911,,,1,1
38316,75176,Undirected,38930,,,1,1
38317,97357,Undirected,38932,,,1,1
38317,96303,Undirected,38931,,,1,1
38329,49018,Undirected,38938,,,1,1
38331,108365,Undirected,38939,,,1,1
38336,95180,Undirected,38945,,,1,1
38338,96408,Undirected,38952,,,1,1
38338,88677,Undirected,38951,,,1,1
38338,82984,Undirected,38950,,,1,1
38338,80382,Undirected,38949,,,1,1
38338,66266,Undirected,38947,,,1,1
79217,38338,Undirected,70326,,,1,1
74671,38338,Undirected,67894,,,1,1
72192,38338,Undirected,66388,,,1,1
66267,38338,Undirected,63081,,,1,1
38344,54940,Undirected,38958,,,1,2
38344,54526,Undirected,38957,,,1,2
38344,44626,Undirected,38956,,,1,2
38352,100210,Undirected,38968,,,1,1
38352,60793,Undirected,38967,,,1,1
38352,53840,Undirected,38966,,,1,1
77628,38352,Undirected,69513,,,1,1
60793,38352,Undirected,59372,,,1,1
53840,38352,Undirected,53742,,,1,1
38380,107713,Undirected,39004,,,1,1
38380,58417,Undirected,39003,,,1,1
38380,55761,Undirected,39002,,,1,1
38380,49932,Undirected,39001,,,1,1
98078,38380,Undirected,83441,,,1,1
94478,38380,Undirected,80805,,,1,1
49932,38380,Undirected,50140,,,1,1
45000,38380,Undirected,45837,,,1,1
38405,107554,Undirected,39026,,,1,1
38405,98304,Undirected,39025,,,1,1
38405,74890,Undirected,39024,,,1,1
38405,64114,Undirected,39023,,,1,1
38405,38684,Undirected,39022,,,1,1
112190,38405,Undirected,89690,,,1,1
38698,38405,Undirected,39279,,,1,1
38693,38405,Undirected,39266,,,1,1
38437,41970,Undirected,39043,,,1,2
38437,41970,Undirected,39042,,,1,1
38443,75241,Undirected,39062,,,1,1
97326,38465,Undirected,82658,,,1,1
38482,61955,Undirected,39114,,,1,2
38482,51937,Undirected,39113,,,1,2
38489,111565,Undirected,39116,,,1,1
38492,94516,Undirected,39118,,,1,1
38492,85153,Undirected,39117,,,1,1
85153,38492,Undirected,73951,,,1,1
38496,38499,Undirected,39123,,,1,1
38499,104420,Undirected,39126,,,1,1
38499,61009,Undirected,39125,,,1,1
38505,110000,Undirected,39127,,,1,1
38514,78229,Undirected,39131,,,1,1
38558,54003,Undirected,39146,,,1,2
38590,64832,Undirected,39157,,,1,1
38632,111687,Undirected,39216,,,1,1
38632,107595,Undirected,39215,,,1,1
38632,98347,Undirected,39214,,,1,1
38632,92800,Undirected,39213,,,1,1
38632,75566,Undirected,39212,,,1,1
112269,38632,Undirected,89733,,,1,1
87031,38632,Undirected,76342,,,1,1
38648,105420,Undirected,39227,,,1,1
38648,100326,Undirected,39226,,,1,1
38648,55307,Undirected,39225,,,1,1
38649,109922,Undirected,39231,,,1,1
38649,83644,Undirected,39230,,,1,1
38649,70652,Undirected,39229,,,1,1
96513,38663,Undirected,82102,,,1,1
81850,38663,Undirected,71878,,,1,1
78428,38663,Undirected,69871,,,1,1
53165,38663,Undirected,53143,,,1,1
47526,38663,Undirected,48034,,,1,1
38672,61907,Undirected,39241,,,1,1
38675,109199,Undirected,39243,,,1,1
38680,69178,Undirected,39248,,,1,1
93973,38683,Undirected,80474,,,1,1
93968,38683,Undirected,80472,,,1,1
38684,108636,Undirected,39260,,,1,1
38684,107554,Undirected,39259,,,1,1
38684,98304,Undirected,39258,,,1,1
38684,74890,Undirected,39257,,,1,1
38684,71476,Undirected,39256,,,1,1
38684,67323,Undirected,39255,,,1,1
38684,64114,Undirected,39254,,,1,1
38684,57954,Undirected,39253,,,1,2
38684,57954,Undirected,39252,,,1,1
112190,38684,Undirected,89691,,,1,1
108636,38684,Undirected,87877,,,1,2
107554,38684,Undirected,87415,,,1,2
107554,38684,Undirected,87414,,,1,1
98304,38684,Undirected,83537,,,1,1
74890,38684,Undirected,68016,,,1,2
74890,38684,Undirected,68015,,,1,1
71476,38684,Undirected,65898,,,1,2
38698,38684,Undirected,39280,,,1,1
38689,59150,Undirected,39263,,,1,1
38693,112190,Undirected,39268,,,1,1
38693,64114,Undirected,39267,,,1,1
38694,99030,Undirected,39273,,,1,1
38694,76982,Undirected,39272,,,1,1
38694,70670,Undirected,39271,,,1,1
38694,44534,Undirected,39269,,,1,1
38696,86430,Undirected,39277,,,1,1
38696,73393,Undirected,39276,,,1,1
38696,56613,Undirected,39275,,,1,1
38696,51004,Undirected,39274,,,1,1
38698,112190,Undirected,39285,,,1,1
38698,107554,Undirected,39284,,,1,1
38698,98304,Undirected,39283,,,1,1
38698,74890,Undirected,39282,,,1,1
38698,64114,Undirected,39281,,,1,1
38720,71000,Undirected,39294,,,1,2
38721,71000,Undirected,39295,,,1,1
38723,75890,Undirected,39301,,,1,1
38727,76212,Undirected,39302,,,1,1
56347,38727,Undirected,55852,,,1,1
38747,54384,Undirected,39316,,,1,1
38769,99695,Undirected,39324,,,1,1
38775,87427,Undirected,39328,,,1,2
38775,87427,Undirected,39327,,,1,1
38775,75961,Undirected,39326,,,1,1
38775,68640,Undirected,39325,,,1,2
38776,86733,Undirected,39329,,,1,1
38793,88356,Undirected,39338,,,1,1
38793,62250,Undirected,39337,,,1,2
38793,62250,Undirected,39336,,,1,1
38829,89480,Undirected,39373,,,1,1
38829,46094,Undirected,39372,,,1,1
38831,102459,Undirected,39375,,,1,1
38832,102569,Undirected,39379,,,1,1
38832,95752,Undirected,39378,,,1,1
38832,86391,Undirected,39377,,,1,1
38832,75027,Undirected,39376,,,1,1
38926,101483,Undirected,39413,,,1,1
78205,38926,Undirected,69742,,,1,1
38928,90210,Undirected,39414,,,1,1
38959,43525,Undirected,39430,,,1,1
38962,108381,Undirected,39432,,,1,2
38967,55747,Undirected,39434,,,1,1
93014,38968,Undirected,79908,,,1,1
73926,38968,Undirected,67484,,,1,1
55124,38968,Undirected,54834,,,1,1
49853,38968,Undirected,50078,,,1,1
44273,38968,Undirected,45223,,,1,1
44271,38968,Undirected,45220,,,1,1
38969,44713,Undirected,39437,,,1,1
38969,40394,Undirected,39436,,,1,1
38970,77611,Undirected,39438,,,1,1
38971,112381,Undirected,39441,,,1,2
38971,92195,Undirected,39440,,,1,2
38973,41589,Undirected,39442,,,1,2
38979,79580,Undirected,39445,,,1,1
38979,68272,Undirected,39444,,,1,2
38985,39161,Undirected,39450,,,1,1
39003,69316,Undirected,39457,,,1,1
