Id,Label,timeset,partition
22269,22269,,Padova
22273,22273,,Padova
22276,22276,,Padova
22279,22279,,Padova
22281,22281,,Vicenza
22284,22284,,Padova
22285,22285,,Padova
22288,22288,,Vicenza
22290,22290,,Padova
22298,22298,,Padova
22300,22300,,Vicenza
22304,22304,,Padova
22306,22306,,Padova
22319,22319,,Padova
22324,22324,,Vicenza
22325,22325,,Padova
22326,22326,,Vicenza
22327,22327,,Vicenza
22338,22338,,Padova
22342,22342,,Padova
22343,22343,,Padova
22345,22345,,Vicenza
22346,22346,,Vicenza
22349,22349,,Vicenza
22360,22360,,Vicenza
22367,22367,,Padova
22369,22369,,Vicenza
22373,22373,,Vicenza
22379,22379,,Vicenza
22382,22382,,Vicenza
22387,22387,,Vicenza
22390,22390,,Padova
22392,22392,,Vicenza
22393,22393,,Vicenza
22398,22398,,Padova
22399,22399,,Padova
22404,22404,,Vicenza
22405,22405,,Vicenza
22406,22406,,Padova
22408,22408,,Vicenza
22409,22409,,Padova
22411,22411,,Vicenza
22412,22412,,Vicenza
22414,22414,,Vicenza
22416,22416,,Vicenza
22420,22420,,Vicenza
22424,22424,,Padova
22426,22426,,Vicenza
22427,22427,,Padova
22428,22428,,Padova
22437,22437,,Padova
22440,22440,,Vicenza
22441,22441,,Vicenza
22442,22442,,Padova
22443,22443,,Vicenza
22445,22445,,Padova
22447,22447,,Vicenza
22448,22448,,Vicenza
22449,22449,,Vicenza
22451,22451,,Vicenza
22452,22452,,Vicenza
22453,22453,,Vicenza
22457,22457,,Vicenza
22458,22458,,Vicenza
22460,22460,,Vicenza
22463,22463,,Vicenza
22469,22469,,Vicenza
22473,22473,,Padova
22476,22476,,Vicenza
22479,22479,,Vicenza
22480,22480,,Padova
22489,22489,,Vicenza
22498,22498,,Vicenza
22501,22501,,Padova
22502,22502,,Vicenza
22503,22503,,Vicenza
22504,22504,,Vicenza
22505,22505,,Padova
22506,22506,,Vicenza
22514,22514,,Padova
22519,22519,,Vicenza
22520,22520,,Padova
22523,22523,,Vicenza
22525,22525,,Padova
22526,22526,,Vicenza
22528,22528,,Vicenza
22529,22529,,Vicenza
22530,22530,,Padova
22534,22534,,Vicenza
22549,22549,,Vicenza
22556,22556,,Vicenza
22558,22558,,Padova
22565,22565,,Padova
22569,22569,,Vicenza
22574,22574,,Vicenza
22576,22576,,Vicenza
22585,22585,,Padova
22588,22588,,Vicenza
22589,22589,,Padova
22592,22592,,Vicenza
22594,22594,,Padova
22598,22598,,Vicenza
22601,22601,,Padova
22603,22603,,Padova
22604,22604,,Vicenza
22608,22608,,Vicenza
22609,22609,,Padova
22610,22610,,Padova
22612,22612,,Vicenza
22615,22615,,Vicenza
22616,22616,,Vicenza
22623,22623,,Padova
22624,22624,,Vicenza
22625,22625,,Vicenza
22628,22628,,Padova
22633,22633,,Padova
22638,22638,,Padova
22640,22640,,Vicenza
22641,22641,,Vicenza
22643,22643,,Vicenza
22651,22651,,Padova
22655,22655,,Padova
22658,22658,,Padova
22660,22660,,Vicenza
22663,22663,,Vicenza
22668,22668,,Padova
22670,22670,,Vicenza
22672,22672,,Padova
22673,22673,,Vicenza
22679,22679,,Padova
22682,22682,,Padova
22685,22685,,Vicenza
22687,22687,,Vicenza
22689,22689,,Padova
22691,22691,,Vicenza
22694,22694,,Vicenza
22703,22703,,Vicenza
22704,22704,,Padova
22707,22707,,Vicenza
22709,22709,,Vicenza
22710,22710,,Vicenza
22712,22712,,Vicenza
22714,22714,,Padova
22716,22716,,Padova
22719,22719,,Padova
22720,22720,,Vicenza
22723,22723,,Vicenza
22732,22732,,Vicenza
22738,22738,,Padova
22739,22739,,Vicenza
22745,22745,,Padova
22753,22753,,Padova
22754,22754,,Padova
22756,22756,,Padova
22766,22766,,Padova
22769,22769,,Padova
22773,22773,,Vicenza
22775,22775,,Padova
22779,22779,,Vicenza
22782,22782,,Padova
22785,22785,,Vicenza
22786,22786,,Padova
22792,22792,,Vicenza
22793,22793,,Vicenza
22798,22798,,Padova
22800,22800,,Padova
22801,22801,,Padova
22806,22806,,Padova
22807,22807,,Vicenza
22810,22810,,Padova
22812,22812,,Vicenza
22818,22818,,Padova
22822,22822,,Padova
22825,22825,,Vicenza
22828,22828,,Padova
22833,22833,,Vicenza
22834,22834,,Vicenza
22837,22837,,Padova
22838,22838,,Padova
22839,22839,,Padova
22840,22840,,Padova
22841,22841,,Vicenza
22842,22842,,Vicenza
22848,22848,,Padova
22853,22853,,Padova
22856,22856,,Vicenza
22858,22858,,Padova
22859,22859,,Padova
22860,22860,,Padova
22861,22861,,Vicenza
22863,22863,,Vicenza
22864,22864,,Vicenza
22865,22865,,Padova
22866,22866,,Vicenza
22868,22868,,Padova
22872,22872,,Vicenza
22875,22875,,Vicenza
22878,22878,,Vicenza
22885,22885,,Padova
22886,22886,,Vicenza
22891,22891,,Padova
22893,22893,,Vicenza
22900,22900,,Vicenza
22902,22902,,Vicenza
22903,22903,,Vicenza
22907,22907,,Padova
22908,22908,,Padova
22913,22913,,Padova
22916,22916,,Padova
22917,22917,,Vicenza
22924,22924,,Padova
22930,22930,,Padova
22935,22935,,Vicenza
22949,22949,,Padova
22953,22953,,Vicenza
22955,22955,,Padova
22962,22962,,Padova
22965,22965,,Padova
22966,22966,,Vicenza
22969,22969,,Vicenza
22970,22970,,Padova
22981,22981,,Vicenza
22992,22992,,Vicenza
22999,22999,,Vicenza
23011,23011,,Padova
23014,23014,,Vicenza
23015,23015,,Vicenza
23026,23026,,Vicenza
23027,23027,,Padova
23033,23033,,Vicenza
23034,23034,,Vicenza
23041,23041,,Padova
23042,23042,,Vicenza
23044,23044,,Vicenza
23048,23048,,Vicenza
23055,23055,,Vicenza
23057,23057,,Vicenza
23058,23058,,Vicenza
23059,23059,,Padova
23062,23062,,Padova
23065,23065,,Vicenza
23067,23067,,Padova
23069,23069,,Vicenza
23070,23070,,Padova
23074,23074,,Padova
23080,23080,,Padova
23081,23081,,Padova
23082,23082,,Padova
23084,23084,,Padova
23090,23090,,Vicenza
23091,23091,,Padova
23100,23100,,Vicenza
23103,23103,,Vicenza
23108,23108,,Vicenza
23117,23117,,Vicenza
23118,23118,,Vicenza
23122,23122,,Padova
23123,23123,,Padova
23125,23125,,Vicenza
23133,23133,,Padova
23135,23135,,Vicenza
23136,23136,,Vicenza
23141,23141,,Padova
23142,23142,,Padova
23146,23146,,Vicenza
23156,23156,,Vicenza
23158,23158,,Vicenza
23164,23164,,Padova
23165,23165,,Vicenza
23168,23168,,Padova
23171,23171,,Padova
23172,23172,,Padova
23174,23174,,Vicenza
23177,23177,,Vicenza
23181,23181,,Padova
23182,23182,,Vicenza
23189,23189,,Padova
23197,23197,,Vicenza
23198,23198,,Padova
23207,23207,,Padova
23208,23208,,Padova
23211,23211,,Vicenza
23212,23212,,Padova
23217,23217,,Padova
23224,23224,,Vicenza
23225,23225,,Padova
23227,23227,,Vicenza
23228,23228,,Vicenza
23229,23229,,Vicenza
23230,23230,,Vicenza
23234,23234,,Vicenza
23241,23241,,Padova
23246,23246,,Padova
23247,23247,,Vicenza
23249,23249,,Vicenza
23250,23250,,Padova
23251,23251,,Vicenza
23268,23268,,Vicenza
23269,23269,,Vicenza
23270,23270,,Padova
23272,23272,,Vicenza
23273,23273,,Vicenza
23274,23274,,Padova
23276,23276,,Padova
23279,23279,,Vicenza
23291,23291,,Vicenza
23293,23293,,Vicenza
23298,23298,,Padova
23300,23300,,Padova
23304,23304,,Vicenza
23305,23305,,Vicenza
23306,23306,,Vicenza
23313,23313,,Vicenza
23315,23315,,Padova
23317,23317,,Vicenza
23320,23320,,Vicenza
23321,23321,,Padova
23325,23325,,Vicenza
23327,23327,,Vicenza
23331,23331,,Vicenza
23336,23336,,Padova
23337,23337,,Padova
23340,23340,,Vicenza
23341,23341,,Padova
23344,23344,,Vicenza
23346,23346,,Padova
23348,23348,,Vicenza
23349,23349,,Vicenza
23350,23350,,Padova
23351,23351,,Vicenza
23355,23355,,Padova
23357,23357,,Padova
23361,23361,,Vicenza
23363,23363,,Vicenza
23373,23373,,Padova
23374,23374,,Vicenza
23382,23382,,Padova
23383,23383,,Padova
23385,23385,,Vicenza
23388,23388,,Vicenza
23389,23389,,Padova
23392,23392,,Padova
23393,23393,,Padova
23395,23395,,Vicenza
23397,23397,,Padova
23401,23401,,Padova
23402,23402,,Padova
23403,23403,,Padova
23404,23404,,Padova
23408,23408,,Padova
23419,23419,,Padova
23426,23426,,Padova
23432,23432,,Padova
23439,23439,,Vicenza
23441,23441,,Vicenza
23444,23444,,Padova
23447,23447,,Padova
23452,23452,,Padova
23459,23459,,Vicenza
23464,23464,,Padova
23467,23467,,Vicenza
23468,23468,,Padova
23471,23471,,Padova
23475,23475,,Padova
23486,23486,,Padova
23488,23488,,Vicenza
23489,23489,,Padova
23490,23490,,Padova
23493,23493,,Padova
23502,23502,,Padova
23505,23505,,Padova
23507,23507,,Vicenza
23508,23508,,Vicenza
23509,23509,,Vicenza
23516,23516,,Vicenza
23520,23520,,Padova
23523,23523,,Padova
23526,23526,,Padova
23530,23530,,Vicenza
23531,23531,,Vicenza
23532,23532,,Vicenza
23536,23536,,Vicenza
23537,23537,,Vicenza
23538,23538,,Vicenza
23539,23539,,Vicenza
23540,23540,,Vicenza
23541,23541,,Vicenza
23542,23542,,Padova
23546,23546,,Padova
23547,23547,,Padova
23553,23553,,Padova
23556,23556,,Vicenza
23560,23560,,Vicenza
23566,23566,,Padova
23573,23573,,Vicenza
23574,23574,,Padova
23581,23581,,Vicenza
23582,23582,,Vicenza
23583,23583,,Vicenza
23584,23584,,Vicenza
23585,23585,,Padova
23586,23586,,Padova
23587,23587,,Padova
23588,23588,,Padova
23593,23593,,Padova
23594,23594,,Padova
23603,23603,,Padova
23610,23610,,Vicenza
23612,23612,,Vicenza
23614,23614,,Padova
23616,23616,,Vicenza
23621,23621,,Padova
23622,23622,,Padova
23626,23626,,Vicenza
23629,23629,,Vicenza
23633,23633,,Vicenza
23639,23639,,Padova
23642,23642,,Padova
23643,23643,,Vicenza
23649,23649,,Padova
23651,23651,,Vicenza
23652,23652,,Vicenza
23654,23654,,Vicenza
23655,23655,,Vicenza
23656,23656,,Vicenza
23657,23657,,Vicenza
23658,23658,,Vicenza
23659,23659,,Vicenza
23660,23660,,Vicenza
23661,23661,,Vicenza
23662,23662,,Vicenza
23663,23663,,Vicenza
23665,23665,,Vicenza
23666,23666,,Vicenza
23667,23667,,Vicenza
23668,23668,,Vicenza
23669,23669,,Vicenza
23670,23670,,Vicenza
23671,23671,,Vicenza
23673,23673,,Vicenza
23674,23674,,Vicenza
23675,23675,,Vicenza
23677,23677,,Vicenza
23678,23678,,Vicenza
23679,23679,,Vicenza
23680,23680,,Vicenza
23681,23681,,Vicenza
23682,23682,,Vicenza
23683,23683,,Vicenza
23684,23684,,Vicenza
23685,23685,,Vicenza
23686,23686,,Vicenza
23687,23687,,Vicenza
23688,23688,,Vicenza
23689,23689,,Vicenza
23690,23690,,Vicenza
23691,23691,,Vicenza
23692,23692,,Vicenza
23693,23693,,Vicenza
23694,23694,,Vicenza
23695,23695,,Vicenza
23696,23696,,Vicenza
23697,23697,,Vicenza
23698,23698,,Vicenza
23699,23699,,Vicenza
23700,23700,,Vicenza
23701,23701,,Vicenza
23702,23702,,Vicenza
23704,23704,,Vicenza
23705,23705,,Vicenza
23706,23706,,Vicenza
23707,23707,,Vicenza
23708,23708,,Vicenza
23709,23709,,Vicenza
23710,23710,,Vicenza
23711,23711,,Vicenza
23712,23712,,Vicenza
23713,23713,,Vicenza
23714,23714,,Vicenza
23715,23715,,Vicenza
23716,23716,,Vicenza
23717,23717,,Vicenza
23718,23718,,Vicenza
23723,23723,,Vicenza
23725,23725,,Vicenza
23729,23729,,Vicenza
23732,23732,,Padova
23742,23742,,Padova
23743,23743,,Padova
23744,23744,,Padova
23750,23750,,Padova
23754,23754,,Vicenza
23756,23756,,Vicenza
23758,23758,,Vicenza
23764,23764,,Vicenza
23769,23769,,Padova
23776,23776,,Padova
23778,23778,,Padova
23779,23779,,Vicenza
23784,23784,,Vicenza
23787,23787,,Padova
23805,23805,,Padova
23806,23806,,Padova
23809,23809,,Padova
23812,23812,,Vicenza
23814,23814,,Vicenza
23815,23815,,Padova
23816,23816,,Padova
23817,23817,,Vicenza
23819,23819,,Vicenza
23820,23820,,Padova
23821,23821,,Vicenza
23823,23823,,Vicenza
23826,23826,,Padova
23827,23827,,Padova
23829,23829,,Padova
23831,23831,,Vicenza
23835,23835,,Padova
23836,23836,,Vicenza
23838,23838,,Padova
23839,23839,,Vicenza
23840,23840,,Padova
23845,23845,,Vicenza
23847,23847,,Padova
23848,23848,,Vicenza
23850,23850,,Vicenza
23861,23861,,Vicenza
23864,23864,,Vicenza
23867,23867,,Padova
23873,23873,,Padova
23874,23874,,Vicenza
23875,23875,,Vicenza
23878,23878,,Vicenza
23883,23883,,Vicenza
23884,23884,,Padova
23885,23885,,Padova
23889,23889,,Vicenza
23893,23893,,Padova
23896,23896,,Vicenza
23898,23898,,Vicenza
23899,23899,,Padova
23900,23900,,Padova
23903,23903,,Padova
23905,23905,,Padova
23908,23908,,Padova
23909,23909,,Padova
23910,23910,,Padova
23913,23913,,Padova
23915,23915,,Vicenza
23923,23923,,Vicenza
23929,23929,,Vicenza
23930,23930,,Vicenza
23935,23935,,Padova
23936,23936,,Vicenza
23958,23958,,Padova
23963,23963,,Vicenza
23970,23970,,Padova
23974,23974,,Padova
23975,23975,,Padova
23976,23976,,Vicenza
23980,23980,,Vicenza
23991,23991,,Vicenza
23999,23999,,Padova
24003,24003,,Padova
24004,24004,,Padova
24007,24007,,Padova
24008,24008,,Vicenza
24010,24010,,Padova
24013,24013,,Padova
24016,24016,,Padova
24021,24021,,Padova
24023,24023,,Vicenza
24026,24026,,Padova
24031,24031,,Padova
24033,24033,,Vicenza
24035,24035,,Vicenza
24036,24036,,Vicenza
24042,24042,,Vicenza
24043,24043,,Padova
24050,24050,,Padova
24055,24055,,Padova
24060,24060,,Vicenza
24061,24061,,Vicenza
24078,24078,,Vicenza
24080,24080,,Padova
24082,24082,,Vicenza
24092,24092,,Padova
24094,24094,,Padova
24098,24098,,Padova
24099,24099,,Padova
24102,24102,,Vicenza
24103,24103,,Padova
24104,24104,,Padova
24105,24105,,Padova
24107,24107,,Padova
24114,24114,,Vicenza
24117,24117,,Padova
24119,24119,,Padova
24122,24122,,Padova
24124,24124,,Padova
24130,24130,,Padova
24134,24134,,Padova
24136,24136,,Vicenza
24157,24157,,Padova
24158,24158,,Padova
24160,24160,,Vicenza
24161,24161,,Padova
24162,24162,,Padova
24172,24172,,Padova
24182,24182,,Padova
24194,24194,,Padova
24199,24199,,Padova
24217,24217,,Padova
24232,24232,,Vicenza
24265,24265,,Vicenza
24271,24271,,Vicenza
24272,24272,,Vicenza
24275,24275,,Vicenza
24287,24287,,Vicenza
24297,24297,,Padova
24300,24300,,Padova
24302,24302,,Padova
24305,24305,,Vicenza
24311,24311,,Padova
24313,24313,,Padova
24314,24314,,Vicenza
24316,24316,,Padova
24334,24334,,Vicenza
24353,24353,,Vicenza
24358,24358,,Padova
24360,24360,,Vicenza
24362,24362,,Vicenza
24364,24364,,Padova
24365,24365,,Vicenza
24369,24369,,Padova
24402,24402,,Padova
24411,24411,,Vicenza
24412,24412,,Vicenza
24413,24413,,Vicenza
24417,24417,,Padova
24418,24418,,Padova
24421,24421,,Padova
24422,24422,,Padova
24423,24423,,Padova
24432,24432,,Padova
24434,24434,,Vicenza
24448,24448,,Vicenza
24449,24449,,Padova
24452,24452,,Padova
24453,24453,,Padova
24454,24454,,Padova
24460,24460,,Vicenza
24461,24461,,Padova
24463,24463,,Padova
24473,24473,,Vicenza
24480,24480,,Vicenza
24493,24493,,Padova
24495,24495,,Padova
24496,24496,,Vicenza
24498,24498,,Padova
24499,24499,,Vicenza
24500,24500,,Padova
24513,24513,,Padova
24516,24516,,Padova
24521,24521,,Padova
24523,24523,,Padova
24525,24525,,Padova
24527,24527,,Vicenza
24531,24531,,Vicenza
24536,24536,,Padova
24537,24537,,Padova
24556,24556,,Padova
24575,24575,,Padova
24576,24576,,Padova
24579,24579,,Vicenza
24584,24584,,Vicenza
24586,24586,,Padova
24593,24593,,Vicenza
24597,24597,,Padova
24600,24600,,Padova
24604,24604,,Vicenza
24605,24605,,Vicenza
24606,24606,,Padova
24608,24608,,Padova
24615,24615,,Vicenza
24616,24616,,Padova
24621,24621,,Padova
24624,24624,,Padova
24627,24627,,Padova
24635,24635,,Padova
24637,24637,,Padova
24640,24640,,Vicenza
24641,24641,,Padova
24647,24647,,Vicenza
24651,24651,,Vicenza
24657,24657,,Padova
24660,24660,,Vicenza
24661,24661,,Padova
24667,24667,,Padova
24669,24669,,Padova
24670,24670,,Padova
24676,24676,,Padova
24677,24677,,Padova
24678,24678,,Padova
24682,24682,,Vicenza
24685,24685,,Padova
24696,24696,,Vicenza
24698,24698,,Padova
24703,24703,,Padova
24714,24714,,Padova
24716,24716,,Padova
24717,24717,,Vicenza
24730,24730,,Vicenza
24739,24739,,Vicenza
24740,24740,,Padova
24741,24741,,Padova
24746,24746,,Vicenza
24747,24747,,Padova
24758,24758,,Padova
24760,24760,,Padova
24784,24784,,Padova
24787,24787,,Vicenza
24793,24793,,Padova
24797,24797,,Vicenza
24803,24803,,Padova
24806,24806,,Padova
24807,24807,,Padova
24817,24817,,Vicenza
24820,24820,,Padova
24828,24828,,Padova
24830,24830,,Vicenza
24836,24836,,Padova
24837,24837,,Vicenza
24841,24841,,Padova
24847,24847,,Padova
24849,24849,,Vicenza
24853,24853,,Vicenza
24854,24854,,Vicenza
24855,24855,,Padova
24863,24863,,Padova
24867,24867,,Padova
24869,24869,,Padova
24886,24886,,Vicenza
24887,24887,,Padova
24888,24888,,Vicenza
24889,24889,,Vicenza
24896,24896,,Padova
24903,24903,,Vicenza
24911,24911,,Vicenza
24913,24913,,Vicenza
24914,24914,,Padova
24917,24917,,Padova
24926,24926,,Vicenza
24931,24931,,Vicenza
24932,24932,,Padova
24944,24944,,Padova
24945,24945,,Padova
24947,24947,,Padova
24951,24951,,Padova
24953,24953,,Padova
24955,24955,,Vicenza
24957,24957,,Padova
24958,24958,,Padova
24959,24959,,Padova
24960,24960,,Padova
24969,24969,,Vicenza
24972,24972,,Padova
24973,24973,,Vicenza
24981,24981,,Padova
24982,24982,,Vicenza
24985,24985,,Padova
24986,24986,,Vicenza
24987,24987,,Padova
24994,24994,,Vicenza
24995,24995,,Padova
25007,25007,,Vicenza
25011,25011,,Padova
25013,25013,,Vicenza
25016,25016,,Vicenza
25019,25019,,Vicenza
25020,25020,,Padova
25024,25024,,Padova
25028,25028,,Padova
25030,25030,,Vicenza
25031,25031,,Vicenza
25032,25032,,Vicenza
25036,25036,,Vicenza
25045,25045,,Padova
25046,25046,,Padova
25047,25047,,Padova
25049,25049,,Vicenza
25050,25050,,Padova
25054,25054,,Padova
25056,25056,,Padova
25057,25057,,Padova
25060,25060,,Vicenza
25062,25062,,Vicenza
25064,25064,,Padova
25065,25065,,Padova
25069,25069,,Vicenza
25072,25072,,Vicenza
25079,25079,,Vicenza
25088,25088,,Vicenza
25090,25090,,Vicenza
25093,25093,,Padova
25094,25094,,Padova
25096,25096,,Vicenza
25098,25098,,Padova
25112,25112,,Padova
25126,25126,,Padova
25141,25141,,Vicenza
25158,25158,,Padova
25161,25161,,Vicenza
25176,25176,,Padova
25178,25178,,Padova
25195,25195,,Padova
25203,25203,,Padova
25208,25208,,Padova
25218,25218,,Padova
25219,25219,,Padova
25223,25223,,Vicenza
25229,25229,,Padova
25238,25238,,Vicenza
25242,25242,,Vicenza
25251,25251,,Vicenza
25260,25260,,Vicenza
25272,25272,,Vicenza
25297,25297,,Padova
25299,25299,,Vicenza
25302,25302,,Padova
25311,25311,,Padova
25322,25322,,Padova
25327,25327,,Padova
25359,25359,,Padova
25360,25360,,Padova
25364,25364,,Padova
25365,25365,,Vicenza
25366,25366,,Vicenza
25367,25367,,Vicenza
25368,25368,,Padova
25375,25375,,Padova
25394,25394,,Padova
25395,25395,,Vicenza
25404,25404,,Padova
25411,25411,,Padova
25414,25414,,Vicenza
25415,25415,,Padova
25418,25418,,Vicenza
25423,25423,,Vicenza
25431,25431,,Padova
25435,25435,,Padova
25443,25443,,Padova
25470,25470,,Vicenza
25476,25476,,Padova
25491,25491,,Padova
25492,25492,,Padova
25501,25501,,Vicenza
25502,25502,,Vicenza
25516,25516,,Padova
25518,25518,,Vicenza
25519,25519,,Vicenza
25520,25520,,Padova
25525,25525,,Padova
25526,25526,,Padova
25528,25528,,Vicenza
25531,25531,,Padova
25541,25541,,Vicenza
25542,25542,,Padova
25544,25544,,Padova
25546,25546,,Vicenza
25548,25548,,Padova
25553,25553,,Padova
25558,25558,,Vicenza
25559,25559,,Vicenza
25564,25564,,Vicenza
25569,25569,,Padova
25577,25577,,Padova
25580,25580,,Padova
25585,25585,,Padova
25587,25587,,Padova
25601,25601,,Padova
25612,25612,,Padova
25618,25618,,Vicenza
25619,25619,,Padova
25623,25623,,Padova
25624,25624,,Vicenza
25630,25630,,Padova
25633,25633,,Padova
25634,25634,,Padova
25642,25642,,Vicenza
25644,25644,,Padova
25645,25645,,Vicenza
25652,25652,,Padova
25661,25661,,Padova
25662,25662,,Padova
25669,25669,,Padova
25671,25671,,Padova
25672,25672,,Padova
25675,25675,,Padova
25677,25677,,Vicenza
25678,25678,,Vicenza
25688,25688,,Padova
25691,25691,,Vicenza
25693,25693,,Vicenza
25697,25697,,Vicenza
25702,25702,,Padova
25705,25705,,Vicenza
25713,25713,,Vicenza
25716,25716,,Padova
25725,25725,,Vicenza
25728,25728,,Padova
25740,25740,,Padova
25742,25742,,Padova
25744,25744,,Vicenza
25750,25750,,Padova
25752,25752,,Vicenza
25754,25754,,Vicenza
25759,25759,,Vicenza
25766,25766,,Padova
25767,25767,,Padova
25768,25768,,Vicenza
25770,25770,,Vicenza
25781,25781,,Vicenza
25784,25784,,Vicenza
25789,25789,,Vicenza
25790,25790,,Vicenza
25792,25792,,Padova
25796,25796,,Padova
25797,25797,,Padova
25799,25799,,Vicenza
25800,25800,,Padova
25804,25804,,Vicenza
25808,25808,,Vicenza
25809,25809,,Vicenza
25810,25810,,Padova
25811,25811,,Vicenza
25814,25814,,Padova
25827,25827,,Padova
25841,25841,,Padova
25843,25843,,Padova
25852,25852,,Padova
25853,25853,,Padova
25857,25857,,Padova
25861,25861,,Vicenza
25863,25863,,Vicenza
25864,25864,,Vicenza
25871,25871,,Vicenza
25872,25872,,Vicenza
25874,25874,,Vicenza
25876,25876,,Vicenza
25877,25877,,Padova
25878,25878,,Vicenza
25879,25879,,Vicenza
25882,25882,,Padova
25886,25886,,Vicenza
25887,25887,,Padova
25889,25889,,Padova
25890,25890,,Padova
25891,25891,,Vicenza
25893,25893,,Vicenza
25895,25895,,Vicenza
25896,25896,,Vicenza
25897,25897,,Padova
25900,25900,,Vicenza
25902,25902,,Vicenza
25907,25907,,Vicenza
25910,25910,,Padova
25917,25917,,Padova
25921,25921,,Padova
25924,25924,,Vicenza
25925,25925,,Vicenza
25929,25929,,Padova
25935,25935,,Padova
25936,25936,,Vicenza
25937,25937,,Padova
25939,25939,,Vicenza
25940,25940,,Vicenza
25941,25941,,Vicenza
25942,25942,,Vicenza
25945,25945,,Vicenza
25946,25946,,Vicenza
25947,25947,,Vicenza
25948,25948,,Vicenza
25949,25949,,Vicenza
25950,25950,,Vicenza
25957,25957,,Vicenza
25958,25958,,Padova
25969,25969,,Padova
25978,25978,,Padova
25983,25983,,Vicenza
25988,25988,,Padova
25989,25989,,Padova
25991,25991,,Vicenza
25998,25998,,Vicenza
25999,25999,,Vicenza
26007,26007,,Padova
26008,26008,,Vicenza
26012,26012,,Vicenza
26015,26015,,Vicenza
26028,26028,,Vicenza
26043,26043,,Padova
26046,26046,,Padova
26048,26048,,Padova
26051,26051,,Vicenza
26052,26052,,Vicenza
26053,26053,,Vicenza
26054,26054,,Vicenza
26060,26060,,Padova
26073,26073,,Padova
26074,26074,,Padova
26078,26078,,Padova
26079,26079,,Padova
26080,26080,,Padova
26081,26081,,Padova
26089,26089,,Vicenza
26093,26093,,Padova
26095,26095,,Vicenza
26096,26096,,Padova
26098,26098,,Vicenza
26099,26099,,Vicenza
26101,26101,,Vicenza
26106,26106,,Vicenza
26107,26107,,Padova
26111,26111,,Vicenza
26112,26112,,Vicenza
26113,26113,,Vicenza
26119,26119,,Vicenza
26120,26120,,Padova
26132,26132,,Vicenza
26135,26135,,Padova
26136,26136,,Vicenza
26137,26137,,Padova
26140,26140,,Vicenza
26143,26143,,Vicenza
26144,26144,,Padova
26145,26145,,Padova
26146,26146,,Padova
26154,26154,,Vicenza
26158,26158,,Vicenza
26163,26163,,Vicenza
26168,26168,,Vicenza
26169,26169,,Padova
26170,26170,,Vicenza
26171,26171,,Vicenza
26172,26172,,Padova
26173,26173,,Padova
26176,26176,,Vicenza
26177,26177,,Vicenza
26178,26178,,Vicenza
26179,26179,,Vicenza
26192,26192,,Vicenza
26196,26196,,Padova
26198,26198,,Vicenza
26199,26199,,Vicenza
26205,26205,,Padova
26217,26217,,Padova
26220,26220,,Vicenza
26221,26221,,Vicenza
26222,26222,,Vicenza
26231,26231,,Padova
26236,26236,,Vicenza
26237,26237,,Vicenza
26238,26238,,Vicenza
26241,26241,,Padova
26242,26242,,Padova
26245,26245,,Vicenza
26247,26247,,Vicenza
26249,26249,,Vicenza
26256,26256,,Vicenza
26257,26257,,Padova
26258,26258,,Padova
26261,26261,,Padova
26263,26263,,Vicenza
26268,26268,,Padova
26273,26273,,Padova
26274,26274,,Vicenza
26277,26277,,Padova
26278,26278,,Vicenza
26279,26279,,Vicenza
26287,26287,,Padova
26295,26295,,Vicenza
26299,26299,,Vicenza
26308,26308,,Padova
26310,26310,,Vicenza
26311,26311,,Padova
26313,26313,,Padova
26315,26315,,Padova
26319,26319,,Padova
26320,26320,,Padova
26323,26323,,Vicenza
26328,26328,,Vicenza
26329,26329,,Vicenza
26333,26333,,Padova
26338,26338,,Padova
26342,26342,,Padova
26344,26344,,Vicenza
26345,26345,,Vicenza
26356,26356,,Padova
26359,26359,,Padova
26361,26361,,Padova
26362,26362,,Padova
26364,26364,,Padova
26367,26367,,Vicenza
26368,26368,,Vicenza
26371,26371,,Padova
26376,26376,,Vicenza
26378,26378,,Padova
26379,26379,,Padova
26383,26383,,Padova
26390,26390,,Vicenza
26392,26392,,Vicenza
26398,26398,,Vicenza
26401,26401,,Vicenza
26408,26408,,Padova
26409,26409,,Padova
26410,26410,,Padova
26411,26411,,Padova
26412,26412,,Padova
26416,26416,,Padova
26417,26417,,Vicenza
26418,26418,,Padova
26428,26428,,Padova
26433,26433,,Padova
26434,26434,,Padova
26436,26436,,Padova
26437,26437,,Padova
26442,26442,,Vicenza
26443,26443,,Padova
26447,26447,,Padova
26448,26448,,Padova
26449,26449,,Vicenza
26450,26450,,Vicenza
26454,26454,,Padova
26455,26455,,Padova
26457,26457,,Vicenza
26458,26458,,Vicenza
26467,26467,,Padova
26468,26468,,Vicenza
26473,26473,,Vicenza
26474,26474,,Padova
26479,26479,,Padova
26487,26487,,Padova
26489,26489,,Padova
26491,26491,,Padova
26500,26500,,Vicenza
26502,26502,,Vicenza
26503,26503,,Padova
26505,26505,,Vicenza
26510,26510,,Vicenza
26514,26514,,Padova
26516,26516,,Vicenza
26517,26517,,Padova
26528,26528,,Vicenza
26531,26531,,Padova
26533,26533,,Padova
26534,26534,,Padova
26538,26538,,Vicenza
26549,26549,,Vicenza
26552,26552,,Vicenza
26554,26554,,Vicenza
26556,26556,,Padova
26566,26566,,Vicenza
26567,26567,,Vicenza
26569,26569,,Vicenza
